protein1,protein2,combined_score,protein1_original_name,protein2_original_name
9606.ENSP00000365588,9606.ENSP00000362824,420,MDC1,OGT
9606.ENSP00000365588,9606.ENSP00000341382,154,MDC1,SMC4
9606.ENSP00000365588,9606.ENSP00000438788,292,MDC1,CUL7
9606.ENSP00000365588,9606.ENSP00000300291,420,MDC1,NUDT21
9606.ENSP00000365588,9606.ENSP00000229595,292,MDC1,ASF1A
9606.ENSP00000365588,9606.ENSP00000339109,457,MDC1,ANAPC1
9606.ENSP00000365588,9606.ENSP00000443988,439,MDC1,SUDS3
9606.ENSP00000365588,9606.ENSP00000360371,248,MDC1,SSBP3
9606.ENSP00000365588,9606.ENSP00000355228,206,MDC1,HMGN2
9606.ENSP00000365588,9606.ENSP00000433205,439,MDC1,EMSY
9606.ENSP00000365588,9606.ENSP00000381216,439,MDC1,KHSRP
9606.ENSP00000365588,9606.ENSP00000320485,439,MDC1,ARID1A
9606.ENSP00000365588,9606.ENSP00000233027,292,MDC1,NEK4
9606.ENSP00000365588,9606.ENSP00000368100,784,MDC1,RAD50
9606.ENSP00000365588,9606.ENSP00000405965,457,MDC1,SUMO2
9606.ENSP00000365588,9606.ENSP00000319918,292,MDC1,ITFG1
9606.ENSP00000365588,9606.ENSP00000323421,816,MDC1,SMC1A
9606.ENSP00000365588,9606.ENSP00000375892,338,MDC1,AKT2
9606.ENSP00000365588,9606.ENSP00000013807,439,MDC1,ERCC1
9606.ENSP00000365588,9606.ENSP00000326603,420,MDC1,SMCHD1
9606.ENSP00000365588,9606.ENSP00000335557,439,MDC1,SLX4IP
9606.ENSP00000365588,9606.ENSP00000348510,420,MDC1,GTF3C1
9606.ENSP00000365588,9606.ENSP00000340883,420,MDC1,SMARCB1
9606.ENSP00000365588,9606.ENSP00000313171,439,MDC1,ATAD5
9606.ENSP00000365588,9606.ENSP00000268058,439,MDC1,PML
9606.ENSP00000365588,9606.ENSP00000358064,439,MDC1,RPRD2
9606.ENSP00000365588,9606.ENSP00000342924,225,MDC1,MCPH1
9606.ENSP00000365588,9606.ENSP00000382204,566,MDC1,JMJD1C
9606.ENSP00000365588,9606.ENSP00000313950,359,MDC1,AURKB
9606.ENSP00000365588,9606.ENSP00000378356,292,MDC1,KIF20A
9606.ENSP00000365588,9606.ENSP00000330694,439,MDC1,NSMCE3
9606.ENSP00000365588,9606.ENSP00000378702,292,MDC1,BRD2
9606.ENSP00000365588,9606.ENSP00000411268,439,MDC1,BEND3
9606.ENSP00000365588,9606.ENSP00000219905,439,MDC1,MGA
9606.ENSP00000365588,9606.ENSP00000400142,439,MDC1,EWSR1
9606.ENSP00000365588,9606.ENSP00000316176,726,MDC1,UBE2N
9606.ENSP00000365588,9606.ENSP00000317636,351,MDC1,RECQL5
9606.ENSP00000365588,9606.ENSP00000318085,229,MDC1,HINFP
9606.ENSP00000365588,9606.ENSP00000310520,439,MDC1,ERCC4
9606.ENSP00000365588,9606.ENSP00000354522,420,MDC1,TOP1
9606.ENSP00000365588,9606.ENSP00000216237,154,MDC1,L3MBTL2
9606.ENSP00000365588,9606.ENSP00000354957,547,MDC1,SMC5
9606.ENSP00000365588,9606.ENSP00000328848,420,MDC1,RBM10
9606.ENSP00000365588,9606.ENSP00000352257,672,MDC1,XRCC6
9606.ENSP00000365588,9606.ENSP00000321744,499,MDC1,H2BC4
9606.ENSP00000365588,9606.ENSP00000379658,439,MDC1,ETV6
9606.ENSP00000365588,9606.ENSP00000429084,292,MDC1,UBR5
9606.ENSP00000365588,9606.ENSP00000416269,420,MDC1,DDX39B
9606.ENSP00000365588,9606.ENSP00000362650,439,MDC1,SCAI
9606.ENSP00000365588,9606.ENSP00000361021,292,MDC1,PTEN
9606.ENSP00000365588,9606.ENSP00000404092,550,MDC1,SMC6
9606.ENSP00000365588,9606.ENSP00000308750,439,MDC1,CBX2
9606.ENSP00000365588,9606.ENSP00000356110,190,MDC1,NUCKS1
9606.ENSP00000365588,9606.ENSP00000348056,272,MDC1,UBE2I
9606.ENSP00000365588,9606.ENSP00000311825,439,MDC1,CTBP2
9606.ENSP00000365588,9606.ENSP00000498684,439,MDC1,FHL1
9606.ENSP00000365588,9606.ENSP00000350848,190,MDC1,HMGN5
9606.ENSP00000365588,9606.ENSP00000040738,165,MDC1,BOD1L1
9606.ENSP00000365588,9606.ENSP00000436786,207,MDC1,KMT2A
9606.ENSP00000365588,9606.ENSP00000372351,811,MDC1,NSD2
9606.ENSP00000365588,9606.ENSP00000261503,416,MDC1,SPECC1
9606.ENSP00000365588,9606.ENSP00000361540,739,MDC1,CDC20
9606.ENSP00000365588,9606.ENSP00000323183,420,MDC1,ZBTB2
9606.ENSP00000365588,9606.ENSP00000343535,726,MDC1,USP7
9606.ENSP00000365588,9606.ENSP00000321584,439,MDC1,IMPDH2
9606.ENSP00000365588,9606.ENSP00000369497,462,MDC1,BRCA2
9606.ENSP00000365588,9606.ENSP00000363193,439,MDC1,MED12
9606.ENSP00000365588,9606.ENSP00000343435,634,MDC1,YIF1B
9606.ENSP00000365588,9606.ENSP00000389810,439,MDC1,DSN1
9606.ENSP00000365588,9606.ENSP00000320898,983,MDC1,RNF168
9606.ENSP00000365588,9606.ENSP00000233630,292,MDC1,PCGF1
9606.ENSP00000365588,9606.ENSP00000466111,420,MDC1,RNMT
9606.ENSP00000365588,9606.ENSP00000233146,321,MDC1,MSH2
9606.ENSP00000365588,9606.ENSP00000305675,439,MDC1,CAVIN2
9606.ENSP00000365588,9606.ENSP00000257789,439,MDC1,ORC3
9606.ENSP00000365588,9606.ENSP00000254942,439,MDC1,TERF2
9606.ENSP00000365588,9606.ENSP00000380921,213,MDC1,SH3KBP1
9606.ENSP00000365588,9606.ENSP00000421926,961,MDC1,UIMC1
9606.ENSP00000365588,9606.ENSP00000396843,439,MDC1,NFIC
9606.ENSP00000365588,9606.ENSP00000498603,420,MDC1,WDR26
9606.ENSP00000365588,9606.ENSP00000348554,457,MDC1,CDC16
9606.ENSP00000365588,9606.ENSP00000358072,165,MDC1,ATG5
9606.ENSP00000365588,9606.ENSP00000294008,439,MDC1,SLX4
9606.ENSP00000365588,9606.ENSP00000388638,303,MDC1,RBM17
9606.ENSP00000365588,9606.ENSP00000411099,420,MDC1,TLK1
9606.ENSP00000365588,9606.ENSP00000434614,658,MDC1,CDC27
9606.ENSP00000365588,9606.ENSP00000349430,499,MDC1,H2BC12
9606.ENSP00000365588,9606.ENSP00000494538,292,MDC1,CTCF
9606.ENSP00000365588,9606.ENSP00000286398,154,MDC1,SMC2
9606.ENSP00000365588,9606.ENSP00000366618,499,MDC1,H2BC13
9606.ENSP00000365588,9606.ENSP00000498656,439,MDC1,PWWP3A
9606.ENSP00000365588,9606.ENSP00000262367,292,MDC1,CREBBP
9606.ENSP00000365588,9606.ENSP00000437659,439,MDC1,PHC1
9606.ENSP00000365588,9606.ENSP00000252482,439,MDC1,EXOC3L2
9606.ENSP00000365588,9606.ENSP00000440542,292,MDC1,CHD4
9606.ENSP00000365588,9606.ENSP00000362578,995,MDC1,RNF8
9606.ENSP00000365588,9606.ENSP00000265748,420,MDC1,ANLN
9606.ENSP00000365588,9606.ENSP00000414516,439,MDC1,SS18
9606.ENSP00000365588,9606.ENSP00000377298,198,MDC1,NUMA1
9606.ENSP00000365588,9606.ENSP00000377793,457,MDC1,PRC1
9606.ENSP00000365588,9606.ENSP00000278927,198,MDC1,ESAM
9606.ENSP00000365588,9606.ENSP00000253928,439,MDC1,FLYWCH1
9606.ENSP00000365588,9606.ENSP00000296257,292,MDC1,SENP2
9606.ENSP00000365588,9606.ENSP00000367527,499,MDC1,DCLRE1C
9606.ENSP00000365588,9606.ENSP00000361705,439,MDC1,DNTTIP1
9606.ENSP00000365588,9606.ENSP00000361180,420,MDC1,GTF3C5
9606.ENSP00000365588,9606.ENSP00000299440,292,MDC1,RAG1
9606.ENSP00000365588,9606.ENSP00000349748,420,MDC1,SFPQ
9606.ENSP00000365588,9606.ENSP00000263265,292,MDC1,PLEKHA4
9606.ENSP00000365588,9606.ENSP00000264414,165,MDC1,CUL3
9606.ENSP00000365588,9606.ENSP00000479284,499,MDC1,H2BU1
9606.ENSP00000365588,9606.ENSP00000433760,292,MDC1,BANF1
9606.ENSP00000365588,9606.ENSP00000497641,165,MDC1,EIF4A3
9606.ENSP00000365588,9606.ENSP00000296564,439,MDC1,ICE1
9606.ENSP00000365588,9606.ENSP00000301067,165,MDC1,KMT2D
9606.ENSP00000365588,9606.ENSP00000387996,439,MDC1,CSTF2
9606.ENSP00000365588,9606.ENSP00000426503,717,MDC1,RNF4
9606.ENSP00000365588,9606.ENSP00000329933,439,MDC1,PHF12
9606.ENSP00000365588,9606.ENSP00000269305,333,MDC1,TP53
9606.ENSP00000365588,9606.ENSP00000350249,420,MDC1,POT1
9606.ENSP00000365588,9606.ENSP00000382628,252,MDC1,RBBP8
9606.ENSP00000365588,9606.ENSP00000433560,439,MDC1,CRYAB
9606.ENSP00000365588,9606.ENSP00000268138,210,MDC1,TICRR
9606.ENSP00000365588,9606.ENSP00000255977,193,MDC1,MKRN1
9606.ENSP00000365588,9606.ENSP00000297792,439,MDC1,KDM1B
9606.ENSP00000365588,9606.ENSP00000419060,323,MDC1,BRAF
9606.ENSP00000365588,9606.ENSP00000384048,499,MDC1,PAXIP1
9606.ENSP00000365588,9606.ENSP00000498807,256,MDC1,BIN2
9606.ENSP00000365588,9606.ENSP00000416739,439,MDC1,RECQL
9606.ENSP00000365588,9606.ENSP00000415436,439,MDC1,KANSL2
9606.ENSP00000365588,9606.ENSP00000477868,439,MDC1,TOX4
9606.ENSP00000365588,9606.ENSP00000261819,292,MDC1,ANAPC5
9606.ENSP00000365588,9606.ENSP00000479169,499,MDC1,H2BC9
9606.ENSP00000365588,9606.ENSP00000297265,292,MDC1,CHMP4C
9606.ENSP00000365588,9606.ENSP00000372689,767,MDC1,STAG1
9606.ENSP00000365588,9606.ENSP00000370557,439,MDC1,MIS12
9606.ENSP00000365588,9606.ENSP00000387911,420,MDC1,PARN
9606.ENSP00000365588,9606.ENSP00000278616,992,MDC1,ATM
9606.ENSP00000365588,9606.ENSP00000300403,420,MDC1,TPX2
9606.ENSP00000365588,9606.ENSP00000159111,499,MDC1,KDM4B
9606.ENSP00000365588,9606.ENSP00000351250,439,MDC1,TRIM33
9606.ENSP00000365588,9606.ENSP00000262971,630,MDC1,PIAS4
9606.ENSP00000365588,9606.ENSP00000265140,559,MDC1,SLF1
9606.ENSP00000365588,9606.ENSP00000281453,420,MDC1,CENPU
9606.ENSP00000365588,9606.ENSP00000300527,439,MDC1,COL6A2
9606.ENSP00000365588,9606.ENSP00000251303,225,MDC1,SLX1A
9606.ENSP00000365588,9606.ENSP00000216639,292,MDC1,VRK1
9606.ENSP00000365588,9606.ENSP00000491215,211,MDC1,HNRNPU
9606.ENSP00000365588,9606.ENSP00000386759,439,MDC1,SETD2
9606.ENSP00000365588,9606.ENSP00000311579,292,MDC1,TNKS
9606.ENSP00000365588,9606.ENSP00000496695,292,MDC1,ATXN3
9606.ENSP00000365588,9606.ENSP00000299563,439,MDC1,RNF169
9606.ENSP00000365588,9606.ENSP00000378165,439,MDC1,ZNF207
9606.ENSP00000365588,9606.ENSP00000310375,167,MDC1,MLC1
9606.ENSP00000365588,9606.ENSP00000265070,163,MDC1,GOLPH3
9606.ENSP00000365588,9606.ENSP00000254436,250,MDC1,TRIM21
9606.ENSP00000365588,9606.ENSP00000359518,439,MDC1,MRGBP
9606.ENSP00000365588,9606.ENSP00000479964,439,MDC1,SLC4A1AP
9606.ENSP00000365588,9606.ENSP00000357112,303,MDC1,AIM2
9606.ENSP00000365588,9606.ENSP00000413937,165,MDC1,INPP5K
9606.ENSP00000365588,9606.ENSP00000349588,439,MDC1,ANK2
9606.ENSP00000365588,9606.ENSP00000367787,439,MDC1,LIG3
9606.ENSP00000365588,9606.ENSP00000392094,165,MDC1,EFTUD2
9606.ENSP00000365588,9606.ENSP00000476136,499,MDC1,H2BC11
9606.ENSP00000365588,9606.ENSP00000374212,372,MDC1,EP400
9606.ENSP00000365588,9606.ENSP00000346879,292,MDC1,NKX2-1
9606.ENSP00000365588,9606.ENSP00000244537,822,MDC1,H4C6
9606.ENSP00000365588,9606.ENSP00000262043,439,MDC1,PHF3
9606.ENSP00000365588,9606.ENSP00000355011,420,MDC1,ILF2
9606.ENSP00000365588,9606.ENSP00000266679,443,MDC1,CPSF6
9606.ENSP00000365588,9606.ENSP00000343896,445,MDC1,SMARCA4
9606.ENSP00000365588,9606.ENSP00000254480,600,MDC1,SMARCC1
9606.ENSP00000365588,9606.ENSP00000376457,292,MDC1,ECT2
9606.ENSP00000365588,9606.ENSP00000263805,420,MDC1,ZNF106
9606.ENSP00000365588,9606.ENSP00000376658,225,MDC1,SYCP3
9606.ENSP00000365588,9606.ENSP00000360689,229,MDC1,TNKS2
9606.ENSP00000365588,9606.ENSP00000484261,195,MDC1,H2AB1
9606.ENSP00000365588,9606.ENSP00000289316,499,MDC1,H2BC5
9606.ENSP00000365588,9606.ENSP00000272317,292,MDC1,RPS27A
9606.ENSP00000365588,9606.ENSP00000254719,505,MDC1,RPA1
9606.ENSP00000365588,9606.ENSP00000357113,292,MDC1,IFI16
9606.ENSP00000365588,9606.ENSP00000462945,420,MDC1,MSL1
9606.ENSP00000365588,9606.ENSP00000438574,292,MDC1,PIAS1
9606.ENSP00000365588,9606.ENSP00000221922,439,MDC1,CCDC9
9606.ENSP00000365588,9606.ENSP00000373696,292,MDC1,TRIP12
9606.ENSP00000365588,9606.ENSP00000287647,566,MDC1,FANCD2
9606.ENSP00000365588,9606.ENSP00000358147,154,MDC1,CACUL1
9606.ENSP00000365588,9606.ENSP00000260947,587,MDC1,BARD1
9606.ENSP00000365588,9606.ENSP00000311360,191,MDC1,RAD9A
9606.ENSP00000365588,9606.ENSP00000269143,165,MDC1,AFG3L2
9606.ENSP00000365588,9606.ENSP00000472445,420,MDC1,POLD1
9606.ENSP00000365588,9606.ENSP00000311032,292,MDC1,CASP3
9606.ENSP00000365588,9606.ENSP00000385636,292,MDC1,OBSL1
9606.ENSP00000365588,9606.ENSP00000358151,574,MDC1,H2BC21
9606.ENSP00000365588,9606.ENSP00000355077,439,MDC1,NSMCE1
9606.ENSP00000365588,9606.ENSP00000325863,784,MDC1,MRE11
9606.ENSP00000365588,9606.ENSP00000328940,225,MDC1,SLX1B
9606.ENSP00000365588,9606.ENSP00000394394,292,MDC1,ANAPC7
9606.ENSP00000365588,9606.ENSP00000318195,292,MDC1,NCL
9606.ENSP00000365588,9606.ENSP00000340330,788,MDC1,KAT5
9606.ENSP00000365588,9606.ENSP00000483117,439,MDC1,ACD
9606.ENSP00000365588,9606.ENSP00000358474,439,MDC1,BRCC3
9606.ENSP00000365588,9606.ENSP00000359804,439,MDC1,FUBP1
9606.ENSP00000365588,9606.ENSP00000357122,274,MDC1,PYHIN1
9606.ENSP00000365588,9606.ENSP00000262752,323,MDC1,RPS6KA6
9606.ENSP00000365588,9606.ENSP00000343412,439,MDC1,BABAM2
9606.ENSP00000365588,9606.ENSP00000305918,292,MDC1,BRD3
9606.ENSP00000365588,9606.ENSP00000274764,499,MDC1,H2BC1
9606.ENSP00000365588,9606.ENSP00000378402,525,MDC1,SIN3A
9606.ENSP00000365588,9606.ENSP00000342262,165,MDC1,NUP43
9606.ENSP00000365588,9606.ENSP00000382382,202,MDC1,USP47
9606.ENSP00000365588,9606.ENSP00000300086,330,MDC1,TERF2IP
9606.ENSP00000365588,9606.ENSP00000261609,630,MDC1,HERC2
9606.ENSP00000365588,9606.ENSP00000482313,272,MDC1,RECQL4
9606.ENSP00000365588,9606.ENSP00000335463,420,MDC1,KNL1
9606.ENSP00000365588,9606.ENSP00000477527,499,MDC1,H2BC17
9606.ENSP00000365588,9606.ENSP00000399888,190,MDC1,HMGA1
9606.ENSP00000365588,9606.ENSP00000258149,406,MDC1,MDM2
9606.ENSP00000365588,9606.ENSP00000405330,481,MDC1,ESR1
9606.ENSP00000365588,9606.ENSP00000434024,997,MDC1,H2AX
9606.ENSP00000365588,9606.ENSP00000498715,430,MDC1,INTS14
9606.ENSP00000365588,9606.ENSP00000490491,420,MDC1,ARID1B
9606.ENSP00000365588,9606.ENSP00000312066,161,MDC1,SRP68
9606.ENSP00000365588,9606.ENSP00000235310,361,MDC1,MAD2L2
9606.ENSP00000365588,9606.ENSP00000379804,439,MDC1,OSBPL10
9606.ENSP00000365588,9606.ENSP00000490116,165,MDC1,LCOR
9606.ENSP00000365588,9606.ENSP00000357283,354,MDC1,LMNA
9606.ENSP00000365588,9606.ENSP00000313420,678,MDC1,PRKDC
9606.ENSP00000365588,9606.ENSP00000364737,439,MDC1,CENPP
9606.ENSP00000365588,9606.ENSP00000378830,439,MDC1,QRICH1
9606.ENSP00000365588,9606.ENSP00000352463,439,MDC1,TCF20
9606.ENSP00000365588,9606.ENSP00000243326,707,MDC1,RIF1
9606.ENSP00000365588,9606.ENSP00000254108,439,MDC1,FUS
9606.ENSP00000365588,9606.ENSP00000413496,151,MDC1,FGF12
9606.ENSP00000365588,9606.ENSP00000480826,353,MDC1,H3C1
9606.ENSP00000365588,9606.ENSP00000263377,457,MDC1,BRD4
9606.ENSP00000365588,9606.ENSP00000374354,454,MDC1,EXOSC8
9606.ENSP00000365588,9606.ENSP00000491067,191,MDC1,NECAP1
9606.ENSP00000365588,9606.ENSP00000361473,499,MDC1,KDM4A
9606.ENSP00000365588,9606.ENSP00000326804,165,MDC1,CUL1
9606.ENSP00000365588,9606.ENSP00000449396,598,MDC1,SMARCC2
9606.ENSP00000365588,9606.ENSP00000369131,439,MDC1,SIN3B
9606.ENSP00000365588,9606.ENSP00000263209,566,MDC1,DGCR8
9606.ENSP00000365588,9606.ENSP00000260810,951,MDC1,TOPBP1
9606.ENSP00000365588,9606.ENSP00000262238,420,MDC1,YY1
9606.ENSP00000365588,9606.ENSP00000204517,292,MDC1,TFAP4
9606.ENSP00000365588,9606.ENSP00000298139,444,MDC1,WRN
9606.ENSP00000365588,9606.ENSP00000425031,439,MDC1,HNRNPAB
9606.ENSP00000365588,9606.ENSP00000265727,298,MDC1,ADAM22
9606.ENSP00000365588,9606.ENSP00000267415,439,MDC1,TINF2
9606.ENSP00000365588,9606.ENSP00000482674,630,MDC1,H2BC3
9606.ENSP00000365588,9606.ENSP00000269881,165,MDC1,CALR3
9606.ENSP00000365588,9606.ENSP00000337477,292,MDC1,SINHCAF
9606.ENSP00000365588,9606.ENSP00000261601,292,MDC1,USP14
9606.ENSP00000365588,9606.ENSP00000369857,709,MDC1,ABRAXAS1
9606.ENSP00000365588,9606.ENSP00000493712,595,MDC1,RAD51
9606.ENSP00000365588,9606.ENSP00000327509,173,MDC1,STAC2
9606.ENSP00000365588,9606.ENSP00000335306,292,MDC1,DPPA4
9606.ENSP00000365588,9606.ENSP00000353863,439,MDC1,ZNF148
9606.ENSP00000365588,9606.ENSP00000301633,457,MDC1,BIRC5
9606.ENSP00000365588,9606.ENSP00000268613,439,MDC1,CDH13
9606.ENSP00000365588,9606.ENSP00000375978,292,MDC1,XRCC5
9606.ENSP00000365588,9606.ENSP00000384040,161,MDC1,CCDC85A
9606.ENSP00000365588,9606.ENSP00000353793,150,MDC1,WDHD1
9606.ENSP00000365588,9606.ENSP00000352408,443,MDC1,BABAM1
9606.ENSP00000365588,9606.ENSP00000309644,439,MDC1,BOD1
9606.ENSP00000365588,9606.ENSP00000343129,292,MDC1,TRIM29
9606.ENSP00000365588,9606.ENSP00000265433,855,MDC1,NBN
9606.ENSP00000365588,9606.ENSP00000231004,229,MDC1,LOX
9606.ENSP00000365588,9606.ENSP00000324203,457,MDC1,WRAP53
9606.ENSP00000365588,9606.ENSP00000003302,292,MDC1,USP28
9606.ENSP00000365588,9606.ENSP00000217244,292,MDC1,CSNK2A1
9606.ENSP00000365588,9606.ENSP00000280377,292,MDC1,USP15
9606.ENSP00000365588,9606.ENSP00000371475,995,MDC1,TP53BP1
9606.ENSP00000365588,9606.ENSP00000323967,420,MDC1,SMARCE1
9606.ENSP00000365588,9606.ENSP00000379003,292,MDC1,NUPR1
9606.ENSP00000365588,9606.ENSP00000276603,439,MDC1,TERF1
9606.ENSP00000365588,9606.ENSP00000392617,478,MDC1,SMARCD2
9606.ENSP00000365588,9606.ENSP00000484903,472,MDC1,MRPL45
9606.ENSP00000365588,9606.ENSP00000387462,274,MDC1,ZBTB10
9606.ENSP00000365588,9606.ENSP00000477870,397,MDC1,H4C7
9606.ENSP00000365588,9606.ENSP00000418960,983,MDC1,BRCA1
9606.ENSP00000365588,9606.ENSP00000372023,849,MDC1,CHEK2
9606.ENSP00000365588,9606.ENSP00000481622,499,MDC1,H2BS1
9606.ENSP00000365588,9606.ENSP00000356319,292,MDC1,KIF14
9606.ENSP00000365588,9606.ENSP00000325785,439,MDC1,SPECC1L
9606.ENSP00000365588,9606.ENSP00000350036,154,MDC1,SMC1B
9606.ENSP00000365588,9606.ENSP00000345837,420,MDC1,DPY30
9606.ENSP00000365588,9606.ENSP00000477907,499,MDC1,H2BC14
9606.ENSP00000365588,9606.ENSP00000451000,420,MDC1,ZBTB1
9606.ENSP00000365588,9606.ENSP00000376306,292,MDC1,CIT
9606.ENSP00000365588,9606.ENSP00000333666,167,MDC1,ADI1
9606.ENSP00000365588,9606.ENSP00000483903,499,MDC1,H2BC15
9606.ENSP00000365630,9606.ENSP00000363435,165,RASEF,ITPR3
9606.ENSP00000365637,9606.ENSP00000325827,163,KIAA1217,SEC16A
9606.ENSP00000365643,9606.ENSP00000493664,447,DOCK9,DOCK10
9606.ENSP00000365651,9606.ENSP00000363435,165,NPPB,ITPR3
9606.ENSP00000365678,9606.ENSP00000420213,165,OTUD1,FLNB
9606.ENSP00000365686,9606.ENSP00000313420,231,SLC15A1,PRKDC
9606.ENSP00000365744,9606.ENSP00000371308,161,PRR3,CENPJ
9606.ENSP00000365745,9606.ENSP00000453508,843,CTTN,TLN2
9606.ENSP00000365745,9606.ENSP00000263088,572,CTTN,PLD2
9606.ENSP00000365745,9606.ENSP00000370196,190,CTTN,SBF1
9606.ENSP00000365745,9606.ENSP00000435389,292,CTTN,PLEKHA7
9606.ENSP00000365745,9606.ENSP00000420213,193,CTTN,FLNB
9606.ENSP00000365745,9606.ENSP00000381364,208,CTTN,CABIN1
9606.ENSP00000365757,9606.ENSP00000453508,255,PIP4K2A,TLN2
9606.ENSP00000365757,9606.ENSP00000370196,165,PIP4K2A,SBF1
9606.ENSP00000365773,9606.ENSP00000385995,221,PSAT1,THADA
9606.ENSP00000365804,9606.ENSP00000390436,316,HDAC6,GLI2
9606.ENSP00000365804,9606.ENSP00000371308,167,HDAC6,CENPJ
9606.ENSP00000365804,9606.ENSP00000384018,577,HDAC6,NCOR2
9606.ENSP00000365804,9606.ENSP00000313420,292,HDAC6,PRKDC
9606.ENSP00000365804,9606.ENSP00000269848,161,HDAC6,PFKL
9606.ENSP00000365804,9606.ENSP00000234420,292,HDAC6,MSH6
9606.ENSP00000365851,9606.ENSP00000340510,292,BMI1,PPL
9606.ENSP00000365851,9606.ENSP00000325827,292,BMI1,SEC16A
9606.ENSP00000365851,9606.ENSP00000448012,292,BMI1,CEP290
9606.ENSP00000365851,9606.ENSP00000267113,292,BMI1,ESYT1
9606.ENSP00000365851,9606.ENSP00000300231,292,BMI1,MAP1A
9606.ENSP00000365851,9606.ENSP00000401306,292,BMI1,FSIP2
9606.ENSP00000365851,9606.ENSP00000420213,292,BMI1,FLNB
9606.ENSP00000365851,9606.ENSP00000395538,292,BMI1,TNRC18
9606.ENSP00000365851,9606.ENSP00000302895,292,BMI1,ARAP2
9606.ENSP00000365851,9606.ENSP00000374045,292,BMI1,DNAH6
9606.ENSP00000365851,9606.ENSP00000294618,292,BMI1,DOCK6
9606.ENSP00000365851,9606.ENSP00000313420,292,BMI1,PRKDC
9606.ENSP00000365891,9606.ENSP00000263088,238,WAS,PLD2
9606.ENSP00000365891,9606.ENSP00000254846,292,WAS,KDM6B
9606.ENSP00000365891,9606.ENSP00000453508,497,WAS,TLN2
9606.ENSP00000365891,9606.ENSP00000394888,862,WAS,DOCK8
9606.ENSP00000365908,9606.ENSP00000337261,386,PRUNE2,ARHGEF1
9606.ENSP00000365908,9606.ENSP00000385636,292,PRUNE2,OBSL1
9606.ENSP00000365908,9606.ENSP00000497733,351,PRUNE2,CDC42
9606.ENSP00000365908,9606.ENSP00000362680,329,PRUNE2,SRC
9606.ENSP00000365908,9606.ENSP00000261889,422,PRUNE2,SNX1
9606.ENSP00000365908,9606.ENSP00000348965,207,PRUNE2,DYNC1H1
9606.ENSP00000365908,9606.ENSP00000498872,422,PRUNE2,SNX6
9606.ENSP00000365908,9606.ENSP00000329757,175,PRUNE2,ATP6V0C
9606.ENSP00000365908,9606.ENSP00000344504,290,PRUNE2,H1-0
9606.ENSP00000365908,9606.ENSP00000258198,213,PRUNE2,DYNC1LI2
9606.ENSP00000365908,9606.ENSP00000431418,400,PRUNE2,NTRK1
9606.ENSP00000365908,9606.ENSP00000378786,163,PRUNE2,HLA-DRA
9606.ENSP00000365908,9606.ENSP00000221419,292,PRUNE2,HNRNPL
9606.ENSP00000365908,9606.ENSP00000496876,175,PRUNE2,ZMYM1
9606.ENSP00000365908,9606.ENSP00000284727,175,PRUNE2,ATP5MC3
9606.ENSP00000365908,9606.ENSP00000417229,163,PRUNE2,EIF2A
9606.ENSP00000365908,9606.ENSP00000296786,167,PRUNE2,UBLCP1
9606.ENSP00000365908,9606.ENSP00000499883,175,PRUNE2,ATP5MC2
9606.ENSP00000365908,9606.ENSP00000462468,428,PRUNE2,YES1
9606.ENSP00000365908,9606.ENSP00000381185,292,PRUNE2,BCL2
9606.ENSP00000365908,9606.ENSP00000297591,292,PRUNE2,VIRMA
9606.ENSP00000365908,9606.ENSP00000377033,175,PRUNE2,ATP5MC1
9606.ENSP00000365908,9606.ENSP00000434729,175,PRUNE2,ATP6V0B
9606.ENSP00000365908,9606.ENSP00000307093,332,PRUNE2,MAP6
9606.ENSP00000365908,9606.ENSP00000227507,196,PRUNE2,CCND1
9606.ENSP00000365908,9606.ENSP00000270645,323,PRUNE2,RCN3
9606.ENSP00000365908,9606.ENSP00000368831,575,PRUNE2,SNX2
9606.ENSP00000365908,9606.ENSP00000346671,514,PRUNE2,FYN
9606.ENSP00000365924,9606.ENSP00000493594,292,TRIM31,MYH14
9606.ENSP00000365924,9606.ENSP00000325827,292,TRIM31,SEC16A
9606.ENSP00000365944,9606.ENSP00000302728,163,FBXO6,GUSB
9606.ENSP00000366007,9606.ENSP00000257430,242,NMRK1,APC
9606.ENSP00000366024,9606.ENSP00000385995,366,HLA-G,THADA
9606.ENSP00000366047,9606.ENSP00000379866,292,KLK6,COL4A4
9606.ENSP00000366047,9606.ENSP00000293879,167,KLK6,WDR90
9606.ENSP00000366093,9606.ENSP00000384018,672,RORB,NCOR2
9606.ENSP00000366179,9606.ENSP00000265909,165,DNAJC1,SNX19
9606.ENSP00000366179,9606.ENSP00000267113,165,DNAJC1,ESYT1
9606.ENSP00000366179,9606.ENSP00000363435,165,DNAJC1,ITPR3
9606.ENSP00000366179,9606.ENSP00000384164,165,DNAJC1,KIF16B
9606.ENSP00000366208,9606.ENSP00000200181,161,CST11,ITGB4
9606.ENSP00000366234,9606.ENSP00000467537,163,IL31,PTPRS
9606.ENSP00000366246,9606.ENSP00000467537,292,GPC6,PTPRS
9606.ENSP00000366249,9606.ENSP00000254846,181,UBD,KDM6B
9606.ENSP00000366280,9606.ENSP00000371308,198,LMAN2L,CENPJ
9606.ENSP00000366280,9606.ENSP00000325827,499,LMAN2L,SEC16A
9606.ENSP00000366280,9606.ENSP00000424226,329,LMAN2L,TENM3
